user_id;latitude;longitude;date
466940b1b4ab;49.03661;-0.684156;2023-06-08 14:23:40
f0b602b3a887;49.053581;-1.047315;2023-06-08 14:25:20
03f3e4554fde;48.852271;-0.452228;2023-06-08 14:10:40
64910e55c893;48.722175;-0.920656;2023-06-08 14:50:40
783f36656d35;49.124751;-0.493957;2023-06-08 14:33:00
9924acd05e9a;48.788209;-0.674953;2023-06-08 14:12:40
911def7e471f;49.06244;-0.910113;2023-06-08 14:12:40
91addd8310a7;49.128604;-0.492373;2023-06-08 14:21:00
d37d644f68f4;48.832006;-1.04076;2023-06-08 14:54:20
2c6ffc00f016;48.752555;-0.525764;2023-06-08 14:44:20
5d4f9dc62d66;48.850169;-0.569614;2023-06-08 14:24:20
3472bf013cfc;49.110515;-0.703439;2023-06-08 14:33:00
769aee16eb0e;49.060554;-0.692474;2023-06-08 14:31:20
17d927b5aed1;48.786725;-0.376728;2023-06-08 14:38:20
cd590cbcb010;49.128478;-0.700867;2023-06-08 14:29:40
16b5b1b83a4a;48.86362;-0.673584;2023-06-08 14:28:40
a0c20f85ae48;48.797208;-1.065288;2023-06-08 14:36:20
4588661e585f;48.85385;-0.637367;2023-06-08 14:39:20
f8abf734b065;48.940565;-0.432318;2023-06-08 14:46:20
a71c0632890d;48.826145;-0.56996;2023-06-08 14:30:40
61c9c2a73bb2;49.05207;-1.057231;2023-06-08 14:39:40
a2174449a57a;48.817092;-0.518524;2023-06-08 14:54:20
d5e97027191e;48.749474;-0.550178;2023-06-08 14:20:20
5108f06d0690;49.158752;-0.662353;2023-06-08 14:59:00
84ac3d10284b;49.182473;-0.911212;2023-06-08 14:27:40
c0220dc8dc02;49.193895;-0.70898;2023-06-08 14:17:00
4bee450262c6;49.111086;-0.681519;2023-06-08 14:25:20
d20fa8e94107;49.008613;-0.738294;2023-06-08 14:48:20
03f3e4554fde;49.177162;-1.066917;2023-06-08 14:26:20
d7e776ca5f3d;49.001539;-0.819345;2023-06-08 14:47:00
81a75f23a846;48.771582;-0.990965;2023-06-08 14:57:00
018cf1447ee0;48.728299;-0.752894;2023-06-08 14:32:40
5b36388d160a;48.930234;-0.511675;2023-06-08 14:14:20
0014ae7aa9a5;48.928788;-0.881031;2023-06-08 14:48:00
48208111b3f6;49.040192;-0.517422;2023-06-08 14:35:40
e624f09e50f5;48.726468;-1.038324;2023-06-08 14:56:00
5c385ef27971;48.978982;-0.693541;2023-06-08 14:42:40
18024b8cfffe;48.752775;-0.565473;2023-06-08 14:18:00
730f0bdb46cd;49.146853;-0.755675;2023-06-08 14:49:00
a4fbed17d843;48.983919;-0.373938;2023-06-08 14:52:40
5e1c476b4fa8;49.002599;-0.555986;2023-06-08 14:14:20
7fda892e7bbe;48.887497;-1.060339;2023-06-08 14:33:40
0319d1936dc2;48.983695;-0.785501;2023-06-08 14:45:40
37f75df86b0a;49.173334;-0.378663;2023-06-08 14:12:40
8a2c33caba0a;49.142962;-0.44081;2023-06-08 14:56:00
642460ab2bd1;48.7931;-0.68938;2023-06-08 14:34:20
9924acd05e9a;49.001317;-0.449242;2023-06-08 14:56:00
393e99ada03b;48.956486;-0.868298;2023-06-08 14:51:00
48208111b3f6;48.711556;-0.784335;2023-06-08 14:54:20
c0bee7746b8a;48.913438;-1.098468;2023-06-08 14:26:20
b390c85f4bd0;48.970948;-0.934848;2023-06-08 14:52:20
4edd53ca5944;49.040495;-0.487198;2023-06-08 14:42:20
441caac27af7;49.195406;-0.663145;2023-06-08 14:11:00
be44c4950283;48.851072;-0.972452;2023-06-08 14:37:20
85bad8006fbf;48.931835;-0.957447;2023-06-08 14:24:20
707d9b90624b;48.748326;-0.442017;2023-06-08 14:12:40
4193005b67ba;48.782315;-0.865705;2023-06-08 14:15:00
a76be4ace5a4;48.934001;-0.70176;2023-06-08 14:59:40
aedb7570cebd;48.997565;-0.540468;2023-06-08 14:30:40
e2a57b992905;48.872168;-1.041751;2023-06-08 14:14:00
75f6fd04ed06;48.965987;-0.778016;2023-06-08 14:25:20
a334c3197877;48.7519;-0.41742;2023-06-08 14:38:40
09555404071a;48.801507;-0.453111;2023-06-08 14:54:40
c7f95637f38d;48.925044;-0.730113;2023-06-08 14:21:00
09c2f10742f7;49.081438;-0.986295;2023-06-08 14:48:40
3162d30598c7;49.150821;-0.476951;2023-06-08 14:42:20
16b5b1b83a4a;48.835117;-1.010777;2023-06-08 14:35:00
c8ea8fe164db;49.039071;-0.656977;2023-06-08 14:46:40
4e7300c381ea;48.817168;-0.532727;2023-06-08 14:41:00
9d0b280a330b;48.978129;-0.917234;2023-06-08 14:35:40
7b4b418bce1c;49.091293;-0.993028;2023-06-08 14:30:40
d20fa8e94107;48.805218;-0.75319;2023-06-08 14:27:40
afd293021cda;49.085112;-1.093333;2023-06-08 14:13:20
1ec848876fa3;48.854341;-0.831754;2023-06-08 14:31:20
7da0d08165b6;48.99786;-0.981178;2023-06-08 14:49:00
a4a8dc16e6db;49.070981;-0.537486;2023-06-08 14:51:20
53ee2388df54;49.1718;-0.620713;2023-06-08 14:25:00
48208111b3f6;49.101011;-1.007601;2023-06-08 14:20:40
c9afda73ed29;49.08305;-0.684592;2023-06-08 14:56:20
65c3aa18da64;48.964626;-0.742831;2023-06-08 14:19:40
68f25c136dc2;48.88816;-0.573092;2023-06-08 14:18:00
e8176587940d;49.050525;-0.669864;2023-06-08 14:44:00
9e3d06342a4e;48.804469;-0.733396;2023-06-08 14:35:40
3472bf013cfc;48.94443;-0.641786;2023-06-08 14:52:40
ae46f4d3b02f;49.055756;-0.482571;2023-06-08 14:28:00
1394e115d0d1;48.817173;-0.93695;2023-06-08 14:35:40
e6a4d0b1b390;48.961732;-0.929379;2023-06-08 14:20:40
7af8bfc973c5;49.123196;-0.620481;2023-06-08 14:34:20
cbca4783795f;48.775363;-1.081637;2023-06-08 14:12:20
0ac06207ca90;48.707581;-0.796491;2023-06-08 14:19:20
2314a739c6ac;49.009926;-0.904734;2023-06-08 14:40:40
31309e3eb055;49.014637;-1.012075;2023-06-08 14:27:20
0ab62ba2acf2;48.941309;-0.964322;2023-06-08 14:37:20
9eeb2d3502cc;48.801736;-0.873266;2023-06-08 14:17:20
65c3aa18da64;48.766268;-0.659733;2023-06-08 14:43:40
e50203fb0de7;48.81904;-0.933775;2023-06-08 14:29:40
7e9c117a30a0;48.718619;-0.960713;2023-06-08 14:53:40
cda34f65e643;49.160823;-0.873975;2023-06-08 14:49:00
bccc727b9fd6;48.971871;-0.987849;2023-06-08 14:57:40
3b648b729e0a;49.058132;-0.772324;2023-06-08 14:44:40
5e1c476b4fa8;48.851829;-0.993864;2023-06-08 14:12:00
1f8cd67d696d;49.177573;-0.540991;2023-06-08 14:14:00
88f791f02279;48.961118;-1.055382;2023-06-08 14:40:20
b1e51585e326;48.848051;-1.040806;2023-06-08 14:27:00
3588a57bf4eb;48.85;-0.753487;2023-06-08 14:10:20
4bee450262c6;49.180193;-0.600172;2023-06-08 14:33:40
a1a60da141b6;48.96491;-0.607037;2023-06-08 14:12:20
104dc94c9b0e;48.911942;-0.679372;2023-06-08 14:57:00
b8c7348085c8;48.929849;-1.084351;2023-06-08 14:40:40
55aebd1cc635;48.875437;-1.082354;2023-06-08 14:12:00
b23d80728ebc;48.829195;-0.940021;2023-06-08 14:14:20
912db6d7dcb5;48.795055;-0.415146;2023-06-08 14:21:20
96fea5a94f5d;49.10869;-0.390314;2023-06-08 14:37:00
7db3f0fe6d35;48.765837;-0.733139;2023-06-08 14:11:40
09c2f10742f7;48.860141;-1.056698;2023-06-08 14:43:00
d7e776ca5f3d;49.073361;-1.039579;2023-06-08 14:14:40
650dfe964aa9;49.165364;-0.770242;2023-06-08 14:49:40
1ffdc0e31ce8;48.976798;-0.507471;2023-06-08 14:55:00
707d9b90624b;49.168459;-0.970281;2023-06-08 14:41:00
fda8ae35f179;49.037069;-0.686961;2023-06-08 14:51:40
7edf1b0bf5bc;48.918833;-0.405779;2023-06-08 14:49:20
0ac06207ca90;49.12382;-0.754819;2023-06-08 14:52:00
de29a10031b9;49.174533;-0.53637;2023-06-08 14:43:40
55e74d907795;48.93161;-0.822852;2023-06-08 14:45:20
16b5b1b83a4a;48.999218;-0.569034;2023-06-08 14:11:20
7433fe6336a6;48.828724;-1.029704;2023-06-08 14:55:00
9047a3f80b9d;49.120846;-0.475751;2023-06-08 14:49:20
afd293021cda;48.780494;-0.680296;2023-06-08 14:42:00
9e3d06342a4e;48.947377;-0.693793;2023-06-08 14:38:00
e5cbd605b0d2;48.746791;-0.684126;2023-06-08 14:39:00
09555404071a;49.103767;-0.708882;2023-06-08 14:30:00
ea87e09019a9;48.905519;-0.517554;2023-06-08 14:38:00
24c508010e3a;48.784857;-0.767999;2023-06-08 14:50:40
a593b3788ca0;49.157708;-1.055089;2023-06-08 14:23:00
796afb9683a6;49.124912;-0.483193;2023-06-08 14:39:40
4e7300c381ea;48.71542;-0.537345;2023-06-08 14:55:20
1a56f4236966;48.833731;-0.725766;2023-06-08 14:49:40
d584ddf86016;48.817123;-0.6867;2023-06-08 14:21:40
b0fb261c84fb;48.741363;-0.479223;2023-06-08 14:20:20
600f837c63b3;49.074101;-1.054441;2023-06-08 14:25:00
b6e977c5d72b;48.795276;-0.449364;2023-06-08 14:41:40
35fc75260fdf;49.165879;-0.383379;2023-06-08 14:39:20
dceb598d4a40;48.937766;-0.890954;2023-06-08 14:37:40
b8d29c14c5cc;48.872342;-0.43276;2023-06-08 14:11:20
ae46f4d3b02f;48.787043;-0.610346;2023-06-08 14:38:00
00bacc8b09c3;48.876917;-0.840647;2023-06-08 14:58:40
b0bee7fcfeac;48.905809;-0.799657;2023-06-08 14:26:00
d884535b7158;49.181987;-0.616449;2023-06-08 14:48:00
cc767de8a765;48.783718;-0.6196;2023-06-08 14:41:40
2cf68877d3cb;48.791161;-0.989788;2023-06-08 14:15:40
0d4eb16bba53;49.184439;-0.513255;2023-06-08 14:23:20
6b6302b36fac;48.978784;-0.589697;2023-06-08 14:33:20
d6151368a0fa;48.745408;-0.962948;2023-06-08 14:44:00
4109ffe9ed9f;48.902101;-0.991869;2023-06-08 14:25:20
fd540412f3b2;48.913358;-0.887642;2023-06-08 14:55:00
f31b7a53ecf4;48.928795;-0.744519;2023-06-08 14:30:00
a9974f7f5cfe;48.922489;-0.452262;2023-06-08 14:38:20
b1e51585e326;48.99024;-0.539259;2023-06-08 14:30:20
8feae2c9af96;49.035007;-0.581086;2023-06-08 14:30:40
9d0b280a330b;48.736662;-0.662173;2023-06-08 14:32:20
